# Prime_of_card {2,3,5...41,43=is_flush),value (higher is better)
2730,0
4290,1
6006,2
10010,3
3570,4
5610,5
7854,6
13090,7
19635,8
6630,9
9282,10
15470,11
23205,12
14586,13
24310,14
36465,15
34034,16
51051,17
3990,18
6270,19
8778,20
14630,21
21945,22
7410,23
10374,24
17290,25
25935,26
16302,27
27170,28
40755,29
38038,30
57057,31
95095,32
9690,33
13566,34
22610,35
33915,36
21318,37
35530,38
53295,39
49742,40
74613,41
124355,42
25194,43
41990,44
62985,45
58786,46
88179,47
146965,48
92378,49
138567,50
230945,51
4830,52
7590,53
10626,54
17710,55
26565,56
8970,57
12558,58
20930,59
31395,60
19734,61
32890,62
49335,63
46046,64
69069,65
115115,66
11730,67
16422,68
27370,69
41055,70
25806,71
43010,72
64515,73
60214,74
90321,75
150535,76
30498,77
50830,78
76245,79
71162,80
106743,81
177905,82
111826,83
167739,84
279565,85
391391,86
13110,87
18354,88
30590,89
45885,90
28842,91
48070,92
72105,93
67298,94
100947,95
168245,96
34086,97
56810,98
85215,99
79534,100
119301,101
198835,102
124982,103
187473,104
312455,105
437437,106
44574,107
74290,108
111435,109
104006,110
156009,111
260015,112
163438,113
245157,114
408595,115
572033,116
193154,117
289731,118
482885,119
676039,120
6090,121
9570,122
13398,123
22330,124
33495,125
11310,126
15834,127
26390,128
39585,129
24882,130
41470,131
62205,132
58058,133
87087,134
145145,135
14790,136
20706,137
34510,138
51765,139
32538,140
54230,141
81345,142
75922,143
113883,144
189805,145
38454,146
64090,147
96135,148
89726,149
134589,150
224315,151
140998,152
211497,153
352495,154
493493,155
16530,156
23142,157
38570,158
57855,159
36366,160
60610,161
90915,162
84854,163
127281,164
212135,165
42978,166
71630,167
107445,168
100282,169
150423,170
250705,171
157586,172
236379,173
393965,174
551551,175
56202,176
93670,177
140505,178
131138,179
196707,180
327845,181
206074,182
309111,183
515185,184
721259,185
243542,186
365313,187
608855,188
852397,189
1339481,190
20010,191
28014,192
46690,193
70035,194
44022,195
73370,196
110055,197
102718,198
154077,199
256795,200
52026,201
86710,202
130065,203
121394,204
182091,205
303485,206
190762,207
286143,208
476905,209
667667,210
68034,211
113390,212
170085,213
158746,214
238119,215
396865,216
249458,217
374187,218
623645,219
873103,220
294814,221
442221,222
737035,223
1031849,224
1621477,225
76038,226
126730,227
190095,228
177422,229
266133,230
443555,231
278806,232
418209,233
697015,234
975821,235
329498,236
494247,237
823745,238
1153243,239
1812239,240
430882,241
646323,242
1077205,243
1508087,244
2369851,245
6510,246
10230,247
14322,248
23870,249
35805,250
12090,251
16926,252
28210,253
42315,254
26598,255
44330,256
66495,257
62062,258
93093,259
155155,260
15810,261
22134,262
36890,263
55335,264
34782,265
57970,266
86955,267
81158,268
121737,269
202895,270
41106,271
68510,272
102765,273
95914,274
143871,275
239785,276
150722,277
226083,278
376805,279
527527,280
17670,281
24738,282
41230,283
61845,284
38874,285
64790,286
97185,287
90706,288
136059,289
226765,290
45942,291
76570,292
114855,293
107198,294
160797,295
267995,296
168454,297
252681,298
421135,299
589589,300
60078,301
100130,302
150195,303
140182,304
210273,305
350455,306
220286,307
330429,308
550715,309
771001,310
260338,311
390507,312
650845,313
911183,314
1431859,315
21390,316
29946,317
49910,318
74865,319
47058,320
78430,321
117645,322
109802,323
164703,324
274505,325
55614,326
92690,327
139035,328
129766,329
194649,330
324415,331
203918,332
305877,333
509795,334
713713,335
72726,336
121210,337
181815,338
169694,339
254541,340
424235,341
266662,342
399993,343
666655,344
933317,345
315146,346
472719,347
787865,348
1103011,349
1733303,350
81282,351
135470,352
203205,353
189658,354
284487,355
474145,356
298034,357
447051,358
745085,359
1043119,360
352222,361
528333,362
880555,363
1232777,364
1937221,365
460598,366
690897,367
1151495,368
1612093,369
2533289,370
2993887,371
26970,372
37758,373
62930,374
94395,375
59334,376
98890,377
148335,378
138446,379
207669,380
346115,381
70122,382
116870,383
175305,384
163618,385
245427,386
409045,387
257114,388
385671,389
642785,390
899899,391
91698,392
152830,393
229245,394
213962,395
320943,396
534905,397
336226,398
504339,399
840565,400
1176791,401
397358,402
596037,403
993395,404
1390753,405
2185469,406
102486,407
170810,408
256215,409
239134,410
358701,411
597835,412
375782,413
563673,414
939455,415
1315237,416
444106,417
666159,418
1110265,419
1554371,420
2442583,421
580754,422
871131,423
1451885,424
2032639,425
3194147,426
3774901,427
124062,428
206770,429
310155,430
289478,431
434217,432
723695,433
454894,434
682341,435
1137235,436
1592129,437
537602,438
806403,439
1344005,440
1881607,441
2956811,442
703018,443
1054527,444
1757545,445
2460563,446
3866599,447
4569617,448
785726,449
1178589,450
1964315,451
2750041,452
4321493,453
5107219,454
7770,455
12210,456
17094,457
28490,458
42735,459
14430,460
20202,461
33670,462
50505,463
31746,464
52910,465
79365,466
74074,467
111111,468
185185,469
18870,470
26418,471
44030,472
66045,473
41514,474
69190,475
103785,476
96866,477
145299,478
242165,479
49062,480
81770,481
122655,482
114478,483
171717,484
286195,485
179894,486
269841,487
449735,488
629629,489
21090,490
29526,491
49210,492
73815,493
46398,494
77330,495
115995,496
108262,497
162393,498
270655,499
54834,500
91390,501
137085,502
127946,503
191919,504
319865,505
201058,506
301587,507
502645,508
703703,509
71706,510
119510,511
179265,512
167314,513
250971,514
418285,515
262922,516
394383,517
657305,518
920227,519
310726,520
466089,521
776815,522
1087541,523
1708993,524
25530,525
35742,526
59570,527
89355,528
56166,529
93610,530
140415,531
131054,532
196581,533
327635,534
66378,535
110630,536
165945,537
154882,538
232323,539
387205,540
243386,541
365079,542
608465,543
851851,544
86802,545
144670,546
217005,547
202538,548
303807,549
506345,550
318274,551
477411,552
795685,553
1113959,554
376142,555
564213,556
940355,557
1316497,558
2068781,559
97014,560
161690,561
242535,562
226366,563
339549,564
565915,565
355718,566
533577,567
889295,568
1245013,569
420394,570
630591,571
1050985,572
1471379,573
2312167,574
549746,575
824619,576
1374365,577
1924111,578
3023603,579
3573349,580
32190,581
45066,582
75110,583
112665,584
70818,585
118030,586
177045,587
165242,588
247863,589
413105,590
83694,591
139490,592
209235,593
195286,594
292929,595
488215,596
306878,597
460317,598
767195,599
1074073,600
109446,601
182410,602
273615,603
255374,604
383061,605
638435,606
401302,607
601953,608
1003255,609
1404557,610
474266,611
711399,612
1185665,613
1659931,614
2608463,615
122322,616
203870,617
305805,618
285418,619
428127,620
713545,621
448514,622
672771,623
1121285,624
1569799,625
530062,626
795093,627
1325155,628
1855217,629
2915341,630
693158,631
1039737,632
1732895,633
2426053,634
3812369,635
4505527,636
148074,637
246790,638
370185,639
345506,640
518259,641
863765,642
542938,643
814407,644
1357345,645
1900283,646
641654,647
962481,648
1604135,649
2245789,650
3529097,651
839086,652
1258629,653
2097715,654
2936801,655
4614973,656
5454059,657
937802,658
1406703,659
2344505,660
3282307,661
5157911,662
6095713,663
7971317,664
34410,665
48174,666
80290,667
120435,668
75702,669
126170,670
189255,671
176638,672
264957,673
441595,674
89466,675
149110,676
223665,677
208754,678
313131,679
521885,680
328042,681
492063,682
820105,683
1148147,684
116994,685
194990,686
292485,687
272986,688
409479,689
682465,690
428978,691
643467,692
1072445,693
1501423,694
506974,695
760461,696
1267435,697
1774409,698
2788357,699
130758,700
217930,701
326895,702
305102,703
457653,704
762755,705
479446,706
719169,707
1198615,708
1678061,709
566618,710
849927,711
1416545,712
1983163,713
3116399,714
740962,715
1111443,716
1852405,717
2593367,718
4075291,719
4816253,720
158286,721
263810,722
395715,723
369334,724
554001,725
923335,726
580382,727
870573,728
1450955,729
2031337,730
685906,731
1028859,732
1714765,733
2400671,734
3772483,735
896954,736
1345431,737
2242385,738
3139339,739
4933247,740
5830201,741
1002478,742
1503717,743
2506195,744
3508673,745
5513629,746
6516107,747
8521063,748
199578,749
332630,750
498945,751
465682,752
698523,753
1164205,754
731786,755
1097679,756
1829465,757
2561251,758
864838,759
1297257,760
2162095,761
3026933,762
4756609,763
1130942,764
1696413,765
2827355,766
3958297,767
6220181,768
7351123,769
1263994,770
1895991,771
3159985,772
4423979,773
6951967,774
8215961,775
10743949,776
1530098,777
2295147,778
3825245,779
5355343,780
8415539,781
9945637,782
13005833,783
13530,784
18942,785
31570,786
47355,787
15990,788
22386,789
37310,790
55965,791
35178,792
58630,793
87945,794
82082,795
123123,796
205205,797
20910,798
29274,799
48790,800
73185,801
46002,802
76670,803
115005,804
107338,805
161007,806
268345,807
54366,808
90610,809
135915,810
126854,811
190281,812
317135,813
199342,814
299013,815
498355,816
697697,817
23370,818
32718,819
54530,820
81795,821
51414,822
85690,823
128535,824
119966,825
